iter	RMSE
0	0.1882931824
1	0.1790797368
2	0.1704945988
3	0.1625046848
4	0.1549925899
5	0.1481199712
6	0.1415227747
7	0.1353112933
8	0.1295479577
9	0.1243117127
10	0.1194326389
11	0.1148650255
12	0.1106892436
13	0.1068118717
14	0.103229176
15	0.09997575694
16	0.09694432082
17	0.09420191602
18	0.09166386468
19	0.08931036228
20	0.08723194102
21	0.08513686328
22	0.08325942418
23	0.08147282803
24	0.07996813721
25	0.07855148561
26	0.077306807
27	0.07617512522
28	0.07508561455
29	0.07409392981
30	0.07322802418
31	0.07239378264
32	0.07163311858
33	0.07099154439
34	0.07035927733
35	0.06956126554
36	0.06888277898
37	0.06829511261
38	0.06784091018
39	0.06741874828
40	0.06702419867
41	0.06667497196
42	0.0663128325
43	0.06600069895
44	0.06574890623
45	0.06551802026
46	0.06512529512
47	0.06491803684
48	0.06470298367
49	0.06453311761
50	0.06439252971
51	0.06423120099
52	0.06404462075
53	0.06389705879
54	0.06370782205
55	0.06359512775
56	0.06348753099
57	0.06337385832
58	0.06322219108
59	0.06311515866
60	0.06303266792
61	0.06280655877
62	0.06265172119
63	0.06255716503
64	0.0624757213
65	0.06243698818
66	0.06238846908
67	0.06234788218
68	0.06230192041
69	0.0622495794
70	0.06218613378
71	0.06215350478
72	0.06209339322
73	0.0619905285
74	0.06195814862
75	0.06192165845
76	0.06182646332
77	0.06176927101
78	0.06173683431
79	0.06168018948
80	0.061662833
81	0.06162323633
82	0.06158989921
83	0.06156433123
84	0.06154733607
85	0.06152728534
86	0.06149128946
87	0.0614579203
88	0.06136033711
89	0.06129061507
90	0.06125657473
91	0.06124285629
92	0.06120300094
93	0.06117532397
94	0.06102367591
95	0.06101213149
96	0.06100348765
97	0.06098322072
98	0.06097662382
99	0.06093973692
100	0.06093067324
101	0.06091529318
102	0.06089444141
103	0.06087573856
104	0.06085546938
105	0.0607802753
106	0.06076922719
107	0.06073070228
108	0.06067464229
109	0.06064164213
110	0.0605293315
111	0.06051007137
112	0.06048789928
113	0.06047448336
114	0.0603985802
115	0.06032163847
116	0.0603065506
117	0.0602971407
118	0.06020241022
119	0.0601739532
120	0.06016518441
121	0.06012379665
122	0.06011432634
123	0.06005414317
124	0.06001245894
125	0.06000341099
126	0.05992783637
127	0.059913299
128	0.05988853179
129	0.0598249215
130	0.05978386445
131	0.05974237694
132	0.05973448674
133	0.05968691562
134	0.05967364595
135	0.05966258922
136	0.05964167299
137	0.05963182595
138	0.05958034115
139	0.05957498741
140	0.05955463991
141	0.05952509503
142	0.05948822876
143	0.0594770766
144	0.05941643795
145	0.05939709953
146	0.05938078404
147	0.05936148492
148	0.0593203206
149	0.05930245657
150	0.05928274494
151	0.05924040771
152	0.05922273788
153	0.05921701183
154	0.0592069959
155	0.05919237779
156	0.05917552933
157	0.05914404693
158	0.05913566085
159	0.05911848552
160	0.05907785359
161	0.05906482933
162	0.05905275854
163	0.05904219808
164	0.05902339228
165	0.05900224743
166	0.05898221794
167	0.05894592505
168	0.05893629432
169	0.05891605323
170	0.05890061719
171	0.05888464702
172	0.05887442758
173	0.0588560081
174	0.05883597952
175	0.05881810058
176	0.05880246928
177	0.05878278336
178	0.0587693051
179	0.05875896744
180	0.0587458212
181	0.0587324376
182	0.05871898772
183	0.05870972317
184	0.05868727119
185	0.05867093723
186	0.05866488704
187	0.05864957406
188	0.05864290975
189	0.05862581189
190	0.05861873166
191	0.05860943535
192	0.058586618
193	0.05857948193
194	0.05855697767
195	0.05853122877
196	0.05850719582
197	0.05847607439
198	0.05845011884
199	0.05842733648
200	0.05841013427
201	0.05839433973
202	0.05837976414
203	0.05836634487
204	0.0583506415
205	0.05833650281
206	0.05832582362
207	0.0583143714
208	0.058299088
209	0.05828904631
210	0.05827678087
211	0.05825977212
212	0.05824312883
213	0.0582337248
214	0.05822384675
215	0.05821461375
216	0.05819533027
217	0.05818800699
218	0.05818087729
219	0.05816789909
220	0.05815713481
221	0.05814390771
222	0.05813206419
223	0.05811129182
224	0.05809747255
225	0.05808350039
226	0.05807137945
227	0.05805660818
228	0.05804791435
229	0.05804000861
230	0.05803337054
231	0.05802518059
232	0.05801691213
233	0.05800732817
234	0.05799415367
235	0.05799033577
236	0.05798301722
237	0.05797338249
238	0.05796670964
239	0.05795995756
240	0.05795213386
241	0.05793921752
242	0.05793311589
243	0.05791434025
244	0.05790374905
245	0.05789780386
246	0.05788585432
247	0.05787236604
248	0.05786028577
249	0.05785125547
250	0.05784545313
251	0.05783378657
252	0.05782562743
253	0.05782005606
254	0.05781633608
255	0.05780870131
256	0.05780134521
257	0.05779344173
258	0.05778654263
259	0.05778204354
260	0.05777129652
261	0.05776607626
262	0.05775645383
263	0.05774944313
264	0.05774199418
265	0.05773534925
266	0.05772649023
267	0.05771445947
268	0.05770434564
269	0.0576943131
270	0.05767967376
271	0.05767543948
272	0.05766408139
273	0.05764987677
274	0.0576436442
275	0.05763209729
276	0.05761520292
277	0.05761002187
278	0.05759933623
279	0.05759340241
280	0.05758999274
281	0.05758481561
282	0.05757058314
283	0.05756240358
284	0.05754926822
285	0.05754388747
286	0.05753766151
287	0.05752766185
288	0.05752016424
289	0.05751236001
290	0.05750795814
291	0.05750264659
292	0.05748906762
293	0.05747220101
294	0.05745787509
295	0.05745105842
296	0.05744600564
297	0.05743440115
298	0.05742727745
299	0.0574224196
300	0.05741297338
301	0.05740503018
302	0.05738770751
303	0.05738327776
304	0.0573761442
305	0.0573674721
306	0.05735998267
307	0.05734642289
308	0.05733416183
309	0.05732936226
310	0.0573217138
311	0.0573202488
312	0.05731679511
313	0.05730725487
314	0.05730229953
315	0.05729337665
316	0.05728571227
317	0.05727961345
318	0.05727524336
319	0.05726957975
320	0.05726506507
321	0.05724944068
322	0.0572441663
323	0.05723913914
324	0.0572247136
325	0.05721874521
326	0.05720968874
327	0.05720324689
328	0.05719957416
329	0.05719038686
330	0.05718445374
331	0.05717416938
332	0.05716563585
333	0.05715299997
334	0.0571505486
335	0.05713423759
336	0.05712901053
337	0.05712485253
338	0.05711995876
339	0.05711458435
340	0.05710473798
341	0.0570945217
342	0.0570789885
343	0.05706955823
344	0.05706567035
345	0.05705764936
346	0.05705148194
347	0.05703638733
348	0.05702747261
349	0.05702098468
350	0.0570154143
351	0.05701030199
352	0.05699393927
353	0.05699073924
354	0.0569819575
355	0.05697349217
356	0.05696501305
357	0.05695117829
358	0.05694749814
359	0.0569402176
360	0.05693383475
361	0.056926027
362	0.05692288088
363	0.05691430256
364	0.05690897751
365	0.05689738056
366	0.05689018413
367	0.05688480405
368	0.05687553379
369	0.05686942978
370	0.05686487854
371	0.05686082522
372	0.05685107594
373	0.05683891115
374	0.05683457592
375	0.05683107889
376	0.05682555583
377	0.05681812458
378	0.05681364637
379	0.0568096046
380	0.05679650398
381	0.05678802397
382	0.05678250585
383	0.05677815345
384	0.05676708478
385	0.05675910962
386	0.05674385126
387	0.05673898669
388	0.05673279933
389	0.05672220777
390	0.05671441899
391	0.05670904585
392	0.05670352681
393	0.05670047555
394	0.05669131754
395	0.05668472307
396	0.05667407351
397	0.05666526216
398	0.05666023541
399	0.05665439124
400	0.05665139527
401	0.05664369782
402	0.05663709053
403	0.05663343196
404	0.05662910786
405	0.05661762075
406	0.05661359144
407	0.05660452943
408	0.05659801187
409	0.05659392324
410	0.05658733956
411	0.05658311186
412	0.05657636121
413	0.05656994414
414	0.05656496053
415	0.05656227917
416	0.05655309618
417	0.05654823708
418	0.05653737107
419	0.056530505
420	0.05652244213
421	0.05651522918
422	0.05650871208
423	0.05650488349
424	0.05650206738
425	0.05649719113
426	0.05649428446
427	0.05648879147
428	0.0564803893
429	0.05647448347
430	0.05647065329
431	0.05646431467
432	0.05645985825
433	0.05645595603
434	0.0564476925
435	0.05643809039
436	0.05643103665
437	0.05642095537
438	0.05641649665
439	0.05640669181
440	0.05640179655
441	0.05639433932
442	0.05638934265
443	0.05637842064
444	0.05637583102
445	0.05637010825
446	0.05636130376
447	0.05635474164
448	0.05634731703
449	0.05633956298
450	0.05633226186
451	0.0563260456
452	0.05631389279
453	0.05630927074
454	0.0563060266
455	0.05629084789
456	0.05628379747
457	0.05627794508
458	0.05626343336
459	0.05625819829
460	0.05624949501
461	0.0562384711
462	0.05623480151
463	0.0562246595
464	0.05621991868
465	0.0562129267
466	0.05621013722
467	0.05620599292
468	0.0562016831
469	0.05620011219
470	0.05619781099
471	0.05618988378
472	0.05618346894
473	0.05617757526
474	0.05616905092
475	0.05615668857
476	0.05614853078
477	0.05614343089
478	0.05613612931
479	0.05613529435
480	0.05612695883
481	0.05612265546
482	0.05611829146
483	0.05610538372
484	0.0561001137
485	0.05609572527
486	0.05609091598
487	0.05608220322
488	0.05607883216
489	0.05607378943
490	0.05606837433
491	0.05605752277
492	0.05604988339
493	0.0560466285
494	0.05603861998
495	0.0560316829
496	0.05602182663
497	0.05601256755
498	0.05600770915
499	0.05599873357
500	0.05599432755
501	0.05598720738
502	0.05598167301
503	0.05597405736
504	0.05596836696
505	0.0559663492
506	0.05596028253
507	0.05595279877
508	0.05594603692
509	0.0559452946
510	0.05593569794
511	0.05593301808
512	0.05592954676
513	0.05592260557
514	0.05591775796
515	0.05591396424
516	0.05591131651
517	0.05590364507
518	0.05589902522
519	0.05589096315
520	0.05588705687
521	0.05587711704
522	0.05587103934
523	0.05586477787
524	0.05585943714
525	0.05585707408
526	0.05584384203
527	0.05583064763
528	0.0558267013
529	0.05582339239
530	0.05581902585
531	0.05581289436
532	0.05580830673
533	0.05579705359
534	0.05578871776
535	0.05577852989
536	0.05577084549
537	0.05576686927
538	0.05576082478
539	0.0557515008
540	0.05574827147
541	0.05574265536
542	0.05573174445
543	0.05572837171
544	0.05572334833
545	0.05572096515
546	0.05571388128
547	0.05571096458
548	0.05570183883
549	0.05569413112
550	0.05569240425
551	0.05568445949
552	0.05568105136
553	0.05567314642
554	0.05567014847
555	0.05566630839
556	0.05566066814
557	0.05565718095
558	0.05565350677
559	0.05564491566
560	0.05563806832
561	0.05562994624
562	0.05562456726
563	0.05562013925
564	0.05561792852
565	0.05561439605
566	0.0556105586
567	0.05560682525
568	0.05560349271
569	0.05560029063
570	0.05559466221
571	0.05559151525
572	0.05558711987
573	0.05557986707
574	0.05557607703
575	0.05556911864
576	0.05556404953
577	0.05555742996
578	0.05555062837
